"","gender","age","home_lang","english_length_nohome","wear_glasses","employment","annual_income","education","male_model","shade","clear_shade","med_shade","dark_shade","p_glasses","p_shade","p_pupilvis","ads_trust","ads_goalinform","ads_informative","ads_truthful","ads_reliablesource","ads_truepicture","ads_accuratelyinformedby","ads_essentialinfo","recommend","wtb","value_assess","model_familiar","model_nosecret","model_mysterious","model_known","model_natural","model_notweird","model_clear","model_attract","model_classy","model_sexy","model_beautiful","model_elegant","model_warm","product_unsatisfac","product_lowqual","product_bad","product_dislike","product_awful","product_negative","product_unfavorable","product_common","product_useless","product_worthless","product_notunique","product_inexpensive","ad_describe","adrate_bad","adrate_unfavorable","adrate_lowqual","adrate_negative","adrate_unattract","adrate_useless","adrate_awful","adrate_notapprop","adrate_ineffective","adrate_unconvinc","female_clear","male_clear","female_med","female_dark","male_med","male_dark","value_assess_num","phony","approachable","expertise"
"299",2,40,"english","",1,4,3,4,0,0,1,0,0,2,2,3,2,3,3,3,3,2,3,2,4,5,"950",4,5,3,4,4,5,5,5,4,4,5,3,6,3,3,2,4,3,2,2,4,2,3,5,4,"A young woman is talking about the choice of furniture set.  It's a nice set, but there's no company shown so it's a little strange to me.",3,3,3,2,3,4,2,1,3,3,1,0,0,0,0,0,950,-0.507179182178333,-0.880465482076163,-0.430658557722513
"300",2,46,"English","",2,3,1,2,1,1,0,1,0,1,4,5,3,2,2,3,2,3,2,3,6,3,"450",4,4,4,4,4,6,4,4,5,4,4,4,5,1,1,1,1,1,1,1,4,1,2,4,1,"It is an advertisement about all weather wicker seating. It is stylish and durable.",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,450,-0.446968429929395,0.332634609872424,-0.30342550568299
"301",1,21,"English","",1,1,7,4,0,1,0,1,0,1,5,3,2,2,2,3,3,3,2,3,6,3,"350",5,4,5,3,4,3,3,6,4,4,5,4,6,1,1,1,1,1,1,1,1,1,1,1,1,"A stylish wicker. I liked the ad, but it seemed more for clothing than furniture initially. Overall pretty good ad",2,2,3,1,2,3,2,2,3,3,0,0,1,0,0,0,350,-0.922374883899729,-1.638556511266,0.429963352545202
"302",1,62,"English","",1,1,4,5,0,0,1,0,0,1,1,1,2,2,2,2,3,2,2,2,5,3,"800",5,6,2,2,5,6,6,6,4,5,6,4,6,3,2,2,2,2,2,2,3,2,3,3,4,"I saw an outdoor wicker furniture set with gray cushions and pillows.  There was also a coffee table with the set which had a tea setting on it.  Off to the right was a young lady with glasses and wearing a flannel shirt.  Also there was some words saying this was the right choice because it was my choice.  I liked the ad except for the picture of the woman....the picture actually covered up about 1/4 of the furniture set, not a good idea in my opinion.",2,2,1,2,2,1,1,2,2,2,1,0,0,0,0,0,800,-0.984046696282325,0.906885999084145,-0.480469454751901
"303",1,40,"English","",1,4,3,3,1,2,0,0,1,2,1,3,3,3,3,3,3,3,3,2,7,1,"899",7,4,4,5,7,7,6,5,4,4,4,4,5,1,1,1,1,1,1,1,1,1,2,1,1,"A wicker patio set that has comfortable looking cushions. The set looks stylish and expensive.",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,899,-1.47079990258763,0.657532251364266,1.17395648780616
"304",2,24,"English","",2,2,1,3,1,1,0,1,0,1,5,5,4,2,2,2,3,3,3,2,1,7,"99",6,7,1,6,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,5,"A young man is standing in front of a set of seats and tables and saying it's the right choice because it's his choice. It feels a bit like this person is self centered and egotistical and I'd be inclined not to choose the one he did if he's assuming he's always right. ",6,6,3,5,4,6,4,7,7,7,0,0,0,0,1,0,99,2.67723199548099,-2.70528566511288,-0.990082570649147
"305",2,36,"English","",1,2,3,3,1,1,0,1,0,1,4,2,4,2,3,3,2,3,2,4,3,2,"75",2,6,2,1,3,2,4,2,3,1,2,1,4,3,4,3,3,3,2,3,6,3,4,6,5,"A set of wicker furniture with a guy saying that it was his choice for furniture. ",3,4,2,3,3,5,3,3,5,5,0,0,0,0,1,0,75,0.0525491673070856,0.849662935932358,-0.525462138321133
"306",2,26,"English","",1,1,2,6,0,0,1,0,0,1,1,2,4,3,3,4,4,4,3,3,5,3,"300",3,5,3,4,5,5,4,3,4,2,4,4,5,3,4,3,3,2,3,3,4,3,4,5,4,"Advert for sofa, endorsement from potentially fictional customer",3,3,4,3,4,4,3,2,4,5,1,0,0,0,0,0,300,0.125039697513715,-0.290634922589982,-0.649774499047505
"307",1,27,"English","",1,1,7,6,1,2,0,0,1,1,2,3,2,2,2,3,2,2,2,2,6,3,"100",4,5,4,4,4,6,6,6,6,5,5,6,6,2,3,2,2,3,2,2,3,2,2,4,3,"this is ad of furniture showing how comfortable is this",2,2,3,2,3,1,3,2,2,3,0,0,0,0,0,1,100,-0.400606251223455,0.237825548283986,0.676657057857665
"308",1,63,"english","",1,1,3,1,1,0,1,0,0,1,3,3,5,5,5,5,5,5,5,5,1,7,"150",4,4,4,4,4,4,4,2,2,2,1,1,4,5,5,5,7,5,5,6,6,4,6,6,2,"outside furniture no thoughts don't like wicker furniture",4,4,4,5,6,5,6,4,4,6,0,1,0,0,0,0,150,0.388707793873003,-0.958648968674634,-0.38592328695807
"309",1,30,"English","",2,7,2,5,0,1,0,1,0,1,4,2,4,4,3,3,3,4,4,3,4,5,"899",5,7,1,4,6,7,7,7,7,7,7,7,7,3,3,4,5,4,4,4,5,3,4,6,4,"A lady saying that her choice is hers in choosing wicker furniture, the advertising text saying the Wicker Furniture set in the picture was very plush and comfortable. ",3,4,3,3,3,6,4,3,4,4,0,0,1,0,0,0,899,-0.870937550875103,1.71004486472282,-1.63404062611782
"310",2,25,"spanish","5 years",2,1,2,5,0,2,0,0,1,1,4,4,4,2,2,4,4,2,2,2,3,5,"650",2,5,2,2,3,3,6,3,3,2,5,3,4,3,2,2,2,2,2,3,4,3,4,5,5,"I think the girl in the ad is not very chord with the text and the essence of the same",5,5,2,3,4,3,4,5,3,4,0,0,0,1,0,0,650,0.654418129518981,-0.78642259769463,-1.30602514016731
"311",2,27,"Spanish","14",1,1,4,6,0,0,1,0,0,1,1,1,3,3,3,3,3,3,3,3,6,3,"400",3,4,4,4,2,2,4,4,4,4,4,4,4,1,1,1,1,2,1,1,1,1,1,1,1,"I do not like the women outfit, I like the composition of the ad, the furniture exposed can show too a fun moment between friends",3,3,4,3,3,3,3,3,3,3,1,0,0,0,0,0,400,1.15157778546437,-0.946960180315078,-0.410727305173378
"312",2,23,"English","",2,6,3,6,1,0,1,0,0,1,2,2,4,4,3,3,4,4,4,3,5,2,"600",6,5,3,5,5,6,6,6,5,6,5,5,6,3,3,3,3,3,3,3,5,3,4,5,4,"This set of furniture is the man's choice because it is the right choice and apparently it has deep plush cushions and pillows that are very comfortable. This seems like a very typical ad. ",2,3,3,2,2,4,3,3,3,4,0,1,0,0,0,0,600,0.858357683779166,0.193151978479839,-0.431665206309592
"313",2,23,"English","",2,1,6,5,0,0,1,0,0,1,1,2,3,2,2,4,2,4,3,3,6,2,"350",4,4,4,2,6,7,7,5,3,4,5,5,7,2,1,2,1,1,1,1,3,1,1,1,5,"There was a set of wicker chairs with cushions on them. There was a girl that said it was the right choice.",3,2,4,2,3,2,3,3,2,2,1,0,0,0,0,0,350,-1.28696153044344,0.865718052516966,-0.053915313310804
"314",1,33,"English","",1,1,4,5,1,2,0,0,1,1,4,4,3,2,2,3,3,2,2,2,2,6,"400",3,4,4,3,3,5,4,4,3,3,3,2,5,4,5,4,5,4,4,5,6,3,4,6,6,"The wording is a little awkward.  The furniture set and the person pictured do not seem to match up with style/taste.",4,4,5,3,4,3,3,3,4,5,0,0,0,0,0,1,400,0.752587077738261,-0.834479050230133,-0.531712520967903
"315",2,64,"English","",1,1,3,5,0,2,0,0,1,1,5,5,3,2,2,2,3,3,3,2,5,4,"499",5,4,5,4,5,5,5,4,3,3,4,3,4,2,2,2,3,2,2,2,3,2,3,3,3,"It showed an outdoor seating set and expressed the thought that it was her choice and the right choice.",3,3,2,2,3,2,3,2,2,2,0,0,0,1,0,0,499,-0.457203473576396,0.376968503507425,0.405663737267733
"316",1,40,"English","",1,1,5,5,1,1,0,1,0,1,5,5,4,4,4,4,4,4,4,3,4,5,"200",3,4,3,3,5,4,6,3,3,2,3,2,4,5,5,5,6,4,4,5,5,5,5,5,5,"I wasn't thrilled with the ad, the person did not resonate with me, he didn't seem stylish. / The ad was for wicker outdoor furniture, with plush cushions.  The idea of that product sounds very interesting to me.  I didn't like the person overshadowing the product, especially since the person wasn't terribly stylish.",5,5,5,4,5,4,4,3,5,6,0,0,0,0,1,0,200,0.350961998805949,0.40163783115729,-0.800298481797442
"317",2,20,"English","",1,6,3,3,0,1,0,1,0,1,5,4,3,3,2,4,4,5,4,3,3,5,"1000",3,5,3,2,4,3,7,2,1,2,4,2,4,4,3,3,2,4,4,4,5,3,4,5,3,"I like the look and the description for the furniture. The woman seems extremely out of place, especially with the plaid shirt and sunglasses. I also didn't really like the ""It's my choice because it's the right choice"" saying. It seemed kind of forceful and awkward. ",4,5,4,4,5,3,4,3,6,5,0,0,1,0,0,0,1000,0.909897428475871,-0.996274177999547,-1.16390547878996
"318",2,59,"English","",1,1,2,2,0,2,0,0,1,2,1,3,3,3,2,2,3,2,3,2,4,3,"135",4,6,2,1,7,7,7,6,6,4,5,2,7,1,1,1,1,1,1,1,1,1,1,4,3,"""It's my choice, because it's the right choice!"" A 4 piece wicker outdoor patio set with plush gray cushions and a table. Very classy and comfortable looking in my opinion!",1,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0,135,-1.21858360877557,1.32822147320559,-0.134337186393561
"319",2,31,"English","",1,4,5,5,1,0,1,0,0,1,2,3,4,3,2,4,3,4,4,3,5,5,"100",5,3,5,5,6,5,5,4,2,2,2,2,4,2,3,2,2,3,2,2,3,2,2,4,6,"A man with folded arms in front of a gray outdoor patio set. It talks about it being the right choice because it is your choice. I like the ad, it's personal",2,2,4,2,2,4,2,2,3,3,0,1,0,0,0,0,100,-0.549623107295711,-0.143556776581718,-0.651835393124415
"320",1,28,"English","",1,1,4,3,0,1,0,1,0,1,5,5,3,4,4,4,4,3,4,3,7,1,"225",7,7,1,6,6,7,7,6,5,6,6,5,7,1,2,1,2,2,1,2,4,3,3,4,3,"There's a young woman with shades and a flannel shirt. She states that she chose the set because it was the right choice. And there's a set of all-weather wicker furniture. The ad seems to be targeting younger, urban people.",2,2,3,1,2,3,2,1,1,2,0,0,1,0,0,0,225,-1.48530231491346,1.38230011258192,0.631310122844078
"321",1,25,"English","",1,1,3,6,1,0,1,0,0,1,2,2,3,4,2,3,3,3,3,3,4,3,"500",4,4,4,3,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,"The add is for a wicker couch set and features a male spokesperson.",4,5,5,2,3,5,4,4,5,5,0,1,0,0,0,0,500,-0.283573228708884,0.121489406371131,-0.3607705493963
"322",2,63,"English","",1,5,2,3,0,0,1,0,0,2,3,3,4,3,2,3,2,4,4,4,2,6,"499",7,7,2,4,7,7,5,7,5,6,6,3,5,5,6,5,6,5,5,5,6,4,5,6,6,"I saw a wicker love seat and two chairs with grey cushions and also a glass-topped table with a teapot and cups. The ad said it was great for entertaining. The lady in the red plaid shirt stated that it was her choice because it was the right choice. I didn't think the words of the ad were all that compelling. I also didn't care very much for the patio furniture. I don't like wicker.",4,3,5,4,4,3,3,3,5,6,1,0,0,0,0,0,499,-0.580233865509686,0.214325374076112,-0.0109591974168
"323",2,29,"English","",1,1,3,4,0,2,0,0,1,1,5,4,2,2,2,2,2,3,3,2,5,3,"500",5,7,1,3,5,4,5,5,5,4,5,2,5,3,3,2,5,4,3,3,6,1,3,5,3,"This ad was about wicker furniture with pillows and cushions. The ad stated that the furniture was ""deep and durable."" My thoughts about this ad were that the furniture looked a bit boring, and that the woman standing in the foreground of the ad didn't fit with the rest of the ad.",4,3,4,4,3,2,3,1,3,4,0,0,0,1,0,0,500,0.209038394224503,0.68684379783268,-0.528997667817023
"324",1,54,"English","",1,1,3,3,0,2,0,0,1,2,1,5,2,1,1,2,2,2,1,2,4,3,"750",5,5,2,5,7,7,6,7,6,6,7,7,5,3,2,1,2,1,1,2,3,1,3,4,4,"i have seen a wicker all weather furniture set that is deep and stylish but i was disappointed that there was no price range or choice of colors for the pillows and cushions",3,3,3,2,1,2,2,1,4,4,0,0,0,1,0,0,750,-0.102636158606521,1.00104217412788,-0.699541945241082
"325",2,37,"english","37 years",2,4,4,5,1,1,0,1,0,1,5,5,3,3,3,3,3,3,3,3,4,4,"299",3,4,4,3,2,3,4,3,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,"its for patio furniture set and its just basic the dude in the ad looksout of place",4,5,5,4,5,4,4,4,4,5,0,0,0,0,1,0,299,0.785088347759643,-0.971651196269124,-0.687672896907343
"326",2,26,"English","n/a",1,2,1,6,1,0,1,0,0,1,2,3,5,5,5,5,5,5,5,5,4,6,"50",3,5,3,2,6,5,5,5,3,3,3,2,5,4,3,3,4,3,3,4,6,3,6,6,6,"I saw a guy in front of two blue chairs, and words written to try to interest me in the product.",5,6,6,4,6,6,5,3,6,6,0,1,0,0,0,0,50,-0.761043617308392,0.68547876122479,0.563827728837613
"327",1,25,"English","",2,3,1,5,1,0,1,0,0,1,2,3,4,3,3,4,4,4,5,3,2,6,"800",2,5,2,6,3,1,6,2,2,1,1,5,5,5,4,4,5,5,5,5,7,5,3,5,3,"I thought the guy in the ad was pretty ugly with a fake smile.",6,6,6,2,6,5,5,3,7,7,0,1,0,0,0,0,800,0.144918945691791,0.525983560947367,-0.952832029215385
"328",2,65,"english","",1,5,2,3,1,2,0,0,1,2,1,4,3,2,2,2,4,3,3,2,6,3,"600",4,5,2,2,5,6,6,5,5,3,4,4,6,3,3,2,2,2,2,2,4,2,3,4,4,"an inviting outdoor living group of furniture.  It would be a nice addition to any ones backyard or decking.  the basic color is easy to add additonal splashes of color with throws and pillows.",2,2,3,2,2,1,1,1,2,2,0,0,0,0,0,1,600,-0.269143616010207,0.010696204884239,-0.16214259316439
"329",1,39,"English","",2,4,2,4,0,2,0,0,1,1,1,5,4,4,2,4,4,4,4,2,2,6,"300",4,5,1,1,5,7,6,5,3,3,5,3,4,4,4,4,6,3,5,5,7,3,4,7,6,"An advertisement for an outdoor seating set. I thought the ad was average. I didn't like the seating set.",4,4,5,4,4,3,5,2,6,7,0,0,0,1,0,0,300,-0.0753078016535743,1.66121399300403,-0.535548713155322
"330",1,23,"English","",1,6,1,3,1,2,0,0,1,1,5,5,4,4,5,4,5,5,5,5,6,3,"350",5,7,1,6,5,2,3,5,2,1,1,1,3,1,1,1,1,1,1,2,4,2,2,2,6,"The ad is about a set of outdoor wick furniture, and it shows a man in glasses with him saying he made the right choice because it's his choice. First off, the visual design of the ad is nice, with clean text and pictures with everything being easy to find and read. However I am a bit annoyed at the man in the ad, as he comes off as annoying and a show off with his pose, choice of clothing, and the quote. I'm not sure if he is the best character for this ad about furniture but it is more interesting than if he weren't in the ad. Anyway, great visual design, but the inclusion of the man makes me a bit miffed seeing him brag about his furniture decision.",2,2,1,2,2,1,1,3,2,2,0,0,0,0,0,1,350,0.524597855204017,-1.01539553304558,0.145235787937963
"331",2,36,"english","",1,2,2,5,0,0,1,0,0,1,1,1,4,2,2,3,4,3,4,3,6,2,"500",4,5,4,3,4,4,4,5,5,4,5,4,4,2,2,2,2,2,2,2,3,2,2,3,3,"It was an advertisement for outdoor wicker furniture and it had a girl saying it's her choice because it's the right choice.  The ad probably would be better without the girl saying that because it doesn't really make sense and I think the picture of the furniture with it's description is good enough to sell the product on it's own.",3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,500,0.621844414409538,-0.822283080241752,0.0763207078363602
"332",2,41,"English","",1,2,2,3,0,0,1,0,0,1,2,3,3,4,3,3,2,2,2,2,5,4,"1500",5,6,1,3,5,4,4,4,5,4,4,5,6,1,2,2,1,2,1,2,2,3,2,7,4,"I saw an ad for furniture, particularly a couch set talking about style.",1,1,2,1,4,3,2,2,1,4,1,0,0,0,0,0,1500,-1.55985905971274,1.49040056574565,-0.799847387780278
"333",1,47,"English","",2,3,1,6,1,0,1,0,0,1,1,1,4,2,3,4,3,5,3,3,7,2,"200",4,4,5,5,6,4,6,4,5,5,4,3,4,3,1,2,3,3,2,3,2,3,2,4,1,"Advertising is an announcement about furniture, which offer disticion, comfort, rest, relaxation and freshness, a young man offers them. It looks very comfortable",1,2,2,1,2,3,2,3,3,2,0,1,0,0,0,0,200,0.0115591602699165,0.917579297816531,0.0848553799086817
"334",1,27,"English","",1,1,3,5,0,0,1,0,0,1,2,2,3,4,3,2,3,4,3,3,5,6,"1200",2,5,2,2,3,6,5,6,4,6,5,2,5,1,2,1,1,1,1,1,4,2,3,5,3,"Outdoor patio furniture set, wicker with plush cushions and pillows. It seems to be directed at a broad audience, given the captioning. ",2,2,3,1,3,4,2,1,3,2,1,0,0,0,0,0,1200,0.365412096561578,0.367916811564039,-0.334054890361761
"335",1,32,"English","",2,1,4,6,0,2,0,0,1,1,2,2,3,3,3,3,3,3,3,3,3,5,"300",5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,"A girl with sunglasses, the advertisement is the style and confort. There are 2 furniture",5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0,300,0.18451320434573,-0.028159686066487,0.471094864075726
"336",1,48,"english","20",2,1,6,5,1,0,1,0,0,2,3,3,2,2,2,1,1,2,1,2,6,2,"1000",6,6,4,5,6,6,7,5,6,5,6,6,5,2,1,2,2,1,1,1,2,1,1,2,1,"Advertising for stylish furniture.Dining table and glasses on the table. All things are very good. Well arranged and shaped. Smiling man.",2,1,1,2,2,1,2,1,1,2,0,1,0,0,0,0,1000,-0.960890684782198,0.703486993220024,0.977706731784894
"337",2,39,"english","",2,1,3,3,1,1,0,1,0,1,4,4,3,2,2,3,3,3,3,4,6,3,"300",1,4,1,1,1,1,4,3,2,1,4,1,6,3,3,3,2,2,2,2,3,3,3,4,4,"garden furnitures with grey cushions, 2 1 seater piece, 1 2 seater piece and a glass table with white tea/coffee pot and cups on it. Guy on the right hand side wearing glasses and a black and red checkered shirt smiling. Writing says ""it`s the right choice because it is my choice."" .... quality durable furniture... /  / furniture looked good but guy didn`t fit in the furniture ad at all. Also that ""right choice my choice"" thing didn`t fit in a furniture ad either. ",5,5,4,2,4,5,5,3,6,5,0,0,0,0,1,0,300,1.20664793401208,1.17030868458662,-1.87315644800836
"338",2,69,"English","",1,5,2,2,1,2,0,0,1,1,5,5,4,4,4,4,4,4,4,4,3,7,"750",4,3,5,3,3,5,4,4,3,2,2,1,4,3,3,4,5,4,4,4,5,2,4,7,4,"It was an ad for outdoor wicker furniture which had cushions.  It stated that it was stylish.  The color of the cushions was dull.",4,4,3,2,3,2,4,2,2,4,0,0,0,0,0,1,750,0.23810289749393,0.254111775052669,-0.609155362757997
"339",2,23,"english","",1,4,2,2,1,0,1,0,0,2,1,1,2,2,2,2,2,2,2,2,7,1,"500",6,6,2,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,3,"in the add i seen a person and a wicker outdoor set. i thought the set was nice and looked comfortable yet durable",1,1,1,1,1,1,1,1,1,3,0,1,0,0,0,0,500,-1.91376794316538,1.67081052388352,1.34357567281323
"340",1,42,"english","",1,1,3,3,1,2,0,0,1,1,5,5,3,2,2,2,2,2,3,2,4,3,"600",3,4,4,4,4,4,4,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,2,2,"it was an ad for stylish and comfortable wicker furniture and it featured a cool dude in sunglasses",4,4,4,4,4,4,4,3,3,4,0,0,0,0,0,1,600,0.821314442510849,-1.08291458001251,-0.647846462445819
"341",1,45,"english","",2,1,5,3,0,2,0,0,1,2,1,3,2,2,2,2,1,2,2,1,5,3,"300",7,7,1,4,7,7,7,7,6,7,7,6,7,1,3,2,3,2,2,2,2,1,3,3,3,"ad shows a woman that looks happy with the all weather wicker seating that she bought",1,1,2,2,2,1,1,1,2,2,0,0,0,1,0,0,300,-1.65749514236505,1.18631212872094,0.870791233264486
"342",2,54,"English","",2,2,2,5,0,0,1,0,0,2,1,5,3,3,2,3,3,3,3,2,7,1,"300",4,4,4,4,5,7,7,4,4,2,4,6,6,1,1,1,1,1,1,1,2,1,2,2,2,"The user can choose the type of conservatory suite that is just right for her, and it will be the best choice because it will be her choice.",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,300,-1.42335654934545,1.15433122720726,1.31801932687248
"343",2,23,"english","n/a",1,3,1,3,1,1,0,1,0,1,3,3,4,2,3,3,4,4,4,3,1,7,"1150",1,4,4,2,1,1,1,4,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,"I saw a man in a bright red plaid shirt with his arms folded looking happy, with sofas behind him. For a moment I had to contemplate what the ad was selling, especially since the ad says on the bottom ""for style and comfort."" To me, this ad wasn't clear in selling what it wants to sell clearly.",6,6,5,5,7,6,6,6,7,7,0,0,0,0,1,0,1150,1.0711831838269,0.422475298862527,-1.13528825938706
"344",1,41,"English","",2,3,1,6,1,0,1,0,0,1,2,2,2,1,2,2,1,3,2,3,4,4,"800",5,7,1,4,5,6,5,5,6,4,5,5,5,3,3,3,4,2,4,4,4,2,3,6,4,"It is about cushioned seats and relaxing seat sets to relax and have coffee in free time",3,3,2,3,4,3,2,4,4,5,0,1,0,0,0,0,800,0.191610711906696,0.815377249790361,0.0935062636094153
"345",2,44,"english","",1,1,2,5,0,1,0,1,0,1,5,5,4,4,2,4,4,2,3,2,5,5,"199",4,4,4,3,4,4,4,6,4,5,6,2,4,3,3,3,2,2,2,2,5,3,3,5,4,"an outdoor set with deep cushions, very nice, a woman who says its the right choice, cause its my choice",3,3,3,2,2,3,2,4,5,5,0,0,1,0,0,0,199,0.491193920089126,-1.3599086744368,-0.233108211252184
"346",2,46,"English","",1,4,4,2,1,1,0,1,0,1,4,5,2,1,1,1,1,1,5,1,4,6,"299",2,4,1,1,5,1,1,1,1,1,1,1,1,7,4,4,4,4,3,6,7,4,4,4,2,"Patio furniture with a man standing in front of it.  I didn't like the way the man was standing",6,7,7,7,7,4,5,7,6,7,0,0,0,0,1,0,299,1.28134148986307,-2.35786622357757,-0.190731287882853
"347",2,41,"English","",1,2,2,5,1,2,0,0,1,1,5,5,4,4,4,2,4,4,2,4,1,7,"150",2,3,6,2,2,6,2,2,1,2,1,1,1,5,6,5,6,5,5,6,7,6,5,7,6,"It looks fake. I don't like the guy with the sunglasses. I don't think it adequately conveys the benefits of the products. ",6,6,7,3,6,6,4,2,6,7,0,0,0,0,0,1,150,2.14915550384386,-1.61994579757996,-1.45197717681718
"348",2,55,"French","Since 6 years old",1,2,4,2,1,1,0,1,0,2,3,4,4,2,3,4,2,3,3,2,6,5,"500",6,7,7,1,6,6,6,5,4,4,4,3,5,2,2,2,1,2,2,2,2,2,2,4,2,"A man presenting an outdoor wicker set that is comfortable and durable for his lifestyle.",1,1,1,1,2,2,2,2,3,2,0,0,0,0,1,0,500,-0.425668079157881,1.03948452137847,0.54629292669112
"349",2,30,"English","",1,1,3,4,0,1,0,1,0,2,1,5,3,3,2,2,3,3,2,2,5,2,"1200",5,7,1,2,7,7,7,6,3,4,5,2,6,1,2,1,1,1,2,2,2,1,1,3,2,"A wicker outdoor set and a description of how comfortable and stylish it is. There is also a woman in the ad.  Seems like an average type ad.",2,2,3,2,2,1,1,1,1,2,0,0,1,0,0,0,1200,-1.30692140888715,0.759535262628698,0.325101879511688
"350",2,43,"English  ","",1,3,1,5,0,0,1,0,0,1,1,3,4,3,3,4,3,3,3,3,6,2,"350",7,7,1,7,7,7,7,7,6,5,7,5,7,1,3,1,1,1,1,1,2,1,3,3,3,"There is a young woman with glasses and straight brown hair smiling and looking pleased with herself.  She is wearing bright red plaid.  There is a set of garden furniture  behind her that was the right choice  because she selected it.  The furniture  is described as comfortable  it's grey.  There is a white tea service sitting on the coffee table.  This looks aimed at young upwardly mobile people it's not cheap furniture, and it's not too pretentious.",2,1,3,1,1,1,1,1,2,1,1,0,0,0,0,0,350,-1.87579351176887,1.29672318045438,0.987826013241328
"351",1,44,"English","",1,1,6,5,0,2,0,0,1,2,2,3,3,3,3,2,3,3,4,3,5,4,"150",4,4,4,4,5,3,5,5,5,4,5,4,5,3,3,4,4,4,3,3,3,4,4,4,4,"It shows a set of furniture which has good styles and it is a comfortable set that you can get",4,3,3,3,4,4,3,3,4,4,0,0,0,1,0,0,150,0.0707647990861292,-0.808815384402402,-0.2514381636955
"352",2,32,"English","",1,2,4,4,0,1,0,1,0,1,5,4,3,3,3,3,3,3,3,3,4,4,"200",4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"A girl in a flannel shirt and sunglasses, with wicker patio furniture in the background.",4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,200,0.388707793873003,-0.958648968674634,-0.38592328695807
"353",1,34,"English","",2,2,2,6,1,1,0,1,0,1,3,2,4,1,2,5,2,4,5,3,6,7,"470",3,3,1,1,3,7,5,4,2,2,6,3,4,5,3,6,5,2,3,7,3,1,6,5,2,"",3,1,4,2,5,5,3,3,5,7,0,0,0,0,1,0,470,1.15948930117482,-1.63913889108745,0.00112808887911767
"354",1,51,"french","15",1,1,4,4,1,0,1,0,0,1,2,3,3,3,3,3,3,3,3,3,4,4,"250",4,4,4,4,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"ad about an all weather set that supposed to be a high quality one",3,3,4,4,4,3,3,3,3,4,0,1,0,0,0,0,250,0.343386268824033,-0.845850210498796,-0.357394281849735
"355",1,46,"French","40 years",2,1,7,5,1,1,0,1,0,1,2,2,3,2,2,3,3,3,3,2,4,3,"500",5,5,5,4,5,5,5,5,4,4,4,4,5,3,4,3,3,3,3,3,4,3,3,4,4,"it's an advertisement about wicker furniture. It is similar to hundreds of other ads I have seen. Nothing stands out.",4,3,4,3,3,4,3,2,4,3,0,0,0,0,1,0,500,-0.373790252978405,-0.0189401214092878,0.300896134160343
"356",2,39,"english","",2,1,4,3,0,0,1,0,0,1,1,4,3,2,3,3,2,3,3,2,4,5,"350",5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,3,3,4,4,5,3,3,4,5,"a woman with glasses, smiling / a set of furniture in the background, grey in colour, wicker material / text talking about how stylish it is and to look no further",3,3,4,3,3,3,3,3,4,4,1,0,0,0,0,0,350,-0.398555111315149,-0.363746383589772,0.0151930385672092
"357",2,32,"english","",1,1,3,2,1,0,1,0,0,1,4,3,3,2,3,3,3,3,3,3,4,6,"500",3,3,1,3,4,3,4,4,3,3,4,3,5,4,4,4,4,4,4,4,4,4,4,5,4,"I seen wicker furniture and the slogan said its the right choice",4,4,4,4,4,4,4,4,5,5,0,1,0,0,0,0,500,0.159669868430189,-0.418654945480728,-0.433134434156307
"358",1,23,"English","",1,6,5,2,1,2,0,0,1,1,4,2,4,4,3,4,4,4,3,2,1,7,"750",5,6,2,6,2,1,5,1,1,1,1,1,1,5,6,6,6,6,5,6,6,6,6,6,3,"I saw a smug looking gentleman with his arms crossed describing his superior judgement as the tasteless advertisers tried to hawk furniture nobody wants to buy.",7,7,7,7,7,6,7,7,6,6,0,0,0,0,0,1,750,1.35507080832007,-2.32177285098857,-1.46396675085103
"359",1,40,"english","",1,1,6,5,1,2,0,0,1,1,3,4,3,2,2,2,2,3,2,2,4,4,"500",5,4,3,5,5,5,5,5,4,4,4,4,5,3,4,3,3,3,3,4,4,3,4,4,4,"the ad is about wicker furniture and an opinion is given by one of its clients.  The ad shows the product. It was informative.",3,4,4,2,3,3,3,3,4,3,0,0,0,0,0,1,500,-0.308844668084982,-0.292535861583005,-0.225715627129116
